sku_id,tienda_id,fecha,region,ciudad,distrito,formato_tienda,canal_venta,cluster_tienda,segmento_cliente_principal,categoria,subcategoria,marca,proveedor,sku_estado,precio_lista,precio_venta,costo_unitario,margen_pct,descuento_pct,stock_actual,stock_seguridad,inventario_transito,dias_inventario,ventas_unidades_7d,ventas_unidades_30d,ventas_valor_30d,unidades_devueltas_30d,rotacion_30d,forecast_7d,forecast_30d,error_forecast_pct,quiebres_7d,quiebres_30d,visitas_tienda_30d,tickets_30d,tasa_conversion_pct,share_categoria_pct,competencia_precio_prom,precio_vs_competencia_pct,elasticidad_precio,promo_activa,tipo_promo,dias_promo_mes,inversion_trade,exhibicion_secundaria,espacio_gondola_cm,puntaje_planograma,cumplimiento_sla_pct,fill_rate_pct,lead_time_dias,frecuencia_reposicion_dias,temperatura_promedio,lluvia_mm_mes,feriado_mes,evento_local,campania_marketing,canal_abastecimiento,nivel_socioeconomico_zona,distancia_cd_km,capacidad_bodega_m3,merma_pct,vencimiento_dias,vida_util_dias,reclamos_30d,rating_cliente,score_tendencia_categoria,prioridad_comercial,riesgo_quiebre_score,target_reponer_sku
SKU-0708,TDA-120,2025-01-12,Norte,Piura,Surco,Ecommerce,Online,Alto valor,Familias,Snacks,Papas,Marca_D,Proveedor_Global,Activo,7.45,7.45,5.81,0.22,0.0,44,28,13,16.1,20,82,610.9,0,1.86,23,106,0.29,1,3,1575,303,0.192,0.369,8.96,-0.169,-1.31,0,Sin promo,0,0.0,0,111.2,0.8,0.809,0.926,7,12,32.0,136.4,0,Partido,Influencers,CD Regional,C,486.1,100.8,0.051,253,730,0,2.9,-0.271,Alta,26.4,0
SKU-0502,TDA-133,2025-08-25,Sur,Cusco,SJL,Cash&Carry,Moderno,Medio valor,Ahorro,Cuidado Personal,Jabon,Competidor_X,Proveedor_Global,Activo,9.69,6.98,5.03,0.28,0.28,25,18,18,8.6,24,87,607.26,3,3.48,22,107,0.23,1,5,3420,1089,0.318,0.239,8.75,-0.202,-2.21,1,Descuento,4,1773.2,1,78.9,0.95,0.801,0.733,2,6,31.4,210.9,0,Ninguno,TV,Proveedor directo,C,431.9,97.9,0.078,78,730,0,4.0,0.168,Baja,42.1,0
SKU-0579,TDA-067,2025-01-11,Lima,Lima,Surco,Cash&Carry,Moderno,Descuento,Jovenes,Mascotas,Snacks mascota,Marca_C,Proveedor_Andes,Activo,56.17,56.17,33.7,0.4,0.0,14,12,5,6.9,18,61,3426.37,1,4.36,13,54,0.11,0,2,2334,782,0.335,0.373,51.18,0.097,-0.55,0,Sin promo,0,0.0,0,132.2,0.59,0.92,0.95,9,8,22.0,66.2,0,Ninguno,Ninguna,Proveedor directo,A,720.9,60.0,0.04,19,180,3,4.2,-0.181,Media,16.0,0
SKU-0690,TDA-055,2025-08-30,Oriente,Iquitos,Industrial,Minimarket,Tradicional,Medio valor,Premium,Lacteos,Yogurt,Marca_B,Proveedor_Local,Activo,3.99,3.39,2.41,0.29,0.15,23,14,20,10.0,22,69,233.91,2,3.0,14,66,0.04,0,4,3349,1507,0.45,0.327,4.1,-0.173,-1.73,1,Descuento,16,4336.48,0,93.3,0.83,0.864,0.87,7,11,20.4,12.9,0,Ninguno,Ninguna,CD Central,C,463.5,99.9,0.041,6,730,0,4.5,-0.234,Media,34.5,0
SKU-0468,TDA-245,2025-11-03,Lima,Lima,San Isidro,Bodega,Moderno,Conveniencia,Oficinas,Cuidado Personal,Shampoo,Marca_A,Proveedor_Norte,Activo,17.11,17.11,11.46,0.33,0.0,6,5,0,6.0,9,27,461.97,0,4.5,7,25,0.07,1,4,2181,487,0.223,0.142,17.37,-0.015,-2.35,NO,Sin promo,0,0.0,0,28.1,0.75,0.987,0.872,7,13,32.4,66.0,0,Concierto,Digital,CD Regional,B,762.7,51.4,0.059,19,60,0,4.0,-0.215,Baja,39.7,0
SKU-0581,TDA-095,2025-09-15,Norte,Piura,San Isidro,Bodega,Online,Descuento,Oficinas,Limpieza,Desinfectante,Marca_D,Proveedor_Global,Activo,44.3,33.67,25.25,0.25,0.24,0,8,4,0.0,8,31,1043.77,0,31.0,11,38,0.23,4,5,2939,1350,0.459,0.308,41.3,-0.185,-0.42,1,Cabecera,7,4795.98,1,66.2,0.65,0.862,0.731,1,13,25.1,143.4,0,Ninguno,Trade marketing,Cross docking,B,113.5,23.6,0.079,84,180,3,4.0,0.605,Alta,96.5,1
SKU-0590,TDA-192,2025-06-26,Oriente,Pucallpa,Surco,Supermercado,Moderno,Conveniencia,Premium,MASCOTAS,Arena,Marca_C,Proveedor_Andes,Nuevo,28.44,19.05,13.91,0.27,0.33,8,17,5,4.0,15,60,1143.0,1,7.5,14,57,0.05,1,2,4732,1103,0.233,0.34,28.79,-0.338,-2.36,1,Cupon,15,4726.44,1,171.4,0.93,0.811,0.929,5,5,31.9,187.0,0,Ninguno,Ninguna,CD Central,C,357.6,27.3,0.038,101,120,2,5,-0.08,Media,57.5,1
SKU-0481,TDA-161,2025-10-11,Norte,Chiclayo,Los Olivos,Cash&Carry,Moderno,Bajo valor,Mascotas,Abarrotes,Arroz,Marca_Propia,Proveedor_Norte,Activo,24.97,24.97,16.23,0.35,0.0,16,19,2,10.7,9,45,1123.65,1,2.81,15,51,0.13,0,1,3896,1383,0.355,0.219,28.73,-0.131,-0.42,0,Sin promo,0,0.0,1,59.7,0.51,0.835,0.74,5,12,18.0,209.4,0,Ninguno,Trade marketing,Proveedor directo,D,654.2,109.5,0.002,13,45,2,5,0.502,Media,67.7,1
SKU-0031,TDA-079,2025-12-21,Lima,Lima,Comas,Hipermercado,Online,Alto valor,Ahorro,Bebidas,Energizantes,Marca_B,Proveedor_Local,Activo,2.93,2.93,1.93,0.34,0.0,55,41,15,10.9,42,151,442.43,1,2.75,48,166,0.1,0,1,3580,1683,0.47,0.12,3.04,-0.036,-1.56,0,Sin promo,0,0.0,0,151.5,0.66,0.765,0.961,3,5,22.3,210.3,0,Ninguno,Influencers,CD Central,E,738.9,55.6,0.024,24,90,0,3.9,-0.012,Baja,20.1,0
SKU-0158,TDA-101,2025-09-20,Lima,Lima,Surco,Supermercado,Mayorista,Bajo valor,Ahorro,Abarrotes,Aceite,Competidor_X,Proveedor_Local,Activo,8.25,7.59,4.78,1.25,0.08,39,13,9,20.5,13,57,432.63,1,1.46,12,51,0.11,0,3,3734,925,0.248,0.333,8.82,-0.139,-2.04,1,2x1,19,2032.36,0,110.2,0.52,0.825,0.95,9,13,26.6,187.8,0,Ninguno,Digital,CD Central,E,500.9,68.1,0.018,53,180,1,5,0.624,Media,34.6,0
SKU-0299,TDA-218,2025-10-22,Sur,Tacna,Ate,Hipermercado,Tradicional,Medio valor,Mascotas,Bebidas,Gaseosas,Marca_E,Proveedor_Norte,Activo,4.11,4.11,2.34,0.43,0.0,58,30,7,16.4,29,106,435.66,4,1.83,35,129,0.22,1,2,4658,1667,0.358,0.177,4.21,-0.024,-1.25,0,Sin promo,0,0.0,0,144.3,0.67,0.78,0.987,11,9,19.1,141.9,1,Ninguno,TV,CD Regional,C,846.4,68.6,0.074,52,90,1,4.0,-0.136,Media,24.8,0
SKU-0259,TDA-055,2025-12-19,Sur,Arequipa,Ate,Cash&Carry,Moderno,Descuento,Oficinas,Lacteos,Mantequilla,Marca_B,Proveedor_Local,Temporal,7.93,7.93,6.26,0.21,0.0,35,31,22,11.8,18,89,705.77,1,2.54,27,110,0.24,0,0,3248,829,0.255,0.243,9.21,-0.139,-2.33,0,Sin promo,0,0.0,0,173.9,0.52,0.777,0.925,2,11,30.3,215.5,0,Ninguno,TV,Cross docking,A,438.6,112.1,0.026,9,30,1,4.4,0.612,Baja,17.2,0
SKU-0390,TDA-044,2025-04-03,Lima,Callao,Centro,Minimarket,Tradicional,Bajo valor,Premium,Abarrotes,Arroz,Competidor_X,Proveedor_Global,Temporal,15.16,12.89,10.57,0.18,0.15,0,16,7,0.0,18,65,837.85,0,65.0,14,66,0.02,2,3,1341,256,0.191,0.166,14.15,-0.089,-1.15,1,Cupon,7,1346.82,1,93.7,0.93,0.939,0.937,3,13,26.5,45.1,1,Ninguno,TV,CD Regional,C,134.4,81.1,0.01,241,365,1,4.1,-0.244,Media,74.5,1
SKU-0838,TDA-207,2025-03-12,Lima,Lima,La Molina,Bodega,Moderno,Alto valor,Mascotas,Lacteos,Yogurt,Competidor_X,Proveedor_Local,Activo,15.98,12.3,7.13,0.42,0.23,31,11,10,16.6,13,56,688.8,1,1.81,12,48,0.14,0,1,3179,1332,0.419,0.335,17.64,-0.303,-1.8,1,Descuento,7,3958.24,0,84.1,0.63,0.777,0.711,8,8,21.5,176.7,0,Ninguno,Influencers,CD Regional,C,153.1,36.1,0.033,41,60,0,4.4,-0.325,Alta,23.5,0
SKU-0674,TDA-004,2025-01-13,Lima,Callao,Miraflores,Minimarket,Moderno,Bajo valor,Mascotas,Abarrotes,Arroz,Marca_A,Proveedor_Pacifico,Activo,17.64,17.64,9.53,0.46,0.0,1,3,0,1.0,3,12,211.68,0,12.0,3,12,0.0,2,4,2479,864,0.349,0.234,16.24,0.086,-0.84,0,Sin promo,0,0.0,0,140.6,0.74,0.796,0.838,11,5,29.5,82.3,1,Ninguno,Ninguna,Cross docking,E,705.4,15.3,0.053,59,120,1,3.1,-0.037,Media,77.4,1
SKU-0366,TDA-223,2025-01-13,Norte,Trujillo,Comas,Supermercado,Online,Medio valor,Familias,Abarrotes,Aceite,Marca_C,Proveedor_Local,Activo,26.63,26.63,22.1,0.17,0.0,23,17,5,12.5,14,55,1464.65,2,2.39,15,62,0.13,0,1,3814,1358,0.356,0.375,29.38,-0.094,-0.56,0,Sin promo,0,0.0,0,84.9,0.7,0.856,0.79,7,7,23.6,130.6,0,Ninguno,CRM,Cross docking,E,153.6,28.2,0.003,26,45,3,4.1,0.426,Baja,38.1,0
SKU-0351,TDA-002,2025-04-11,Oriente,Iquitos,Ate,Bodega,Moderno,Descuento,Ahorro,Bebidas,Isotonicas,Marca_C,Proveedor_Pacifico,Activo,3.99,3.11,2.36,0.24,0.22,27,27,14,9.0,20,90,279.9,2,3.33,22,100,0.11,0,1,1220,381,0.312,0.134,3.76,-0.173,-0.4,1,Combo,3,102.72,1,123.0,0.7,0.887,0.8,10,5,18.6,211.4,0,Ninguno,Influencers,Proveedor directo,C,477.0,25.9,0.016,51,120,0,4.2,0.465,Alta,50.0,1
SKU-0680,TDA-129,2025-05-30,Centro,Huancayo,San Isidro,Hipermercado,Moderno,Descuento,Jovenes,Bebidas,Jugos,Marca_C,Proveedor_Local,Activo,5.34,4.91,2.9,0.41,0.08,87,40,19,13.9,44,188,923.08,2,2.16,52,206,0.1,0,1,4653,2126,0.457,0.038,5.84,-0.159,-2.24,1,Cupon,10,4355.31,0,172.2,0.53,0.772,0.784,11,14,16.9,86.3,0,Ninguno,Trade marketing,CD Regional,E,512.1,109.0,0.036,103,120,1,4.6,-0.328,Alta,36.3,0
SKU-0097,TDA-002,2025-12-09,Norte,Chiclayo,Comas,Cash&Carry,Moderno,Conveniencia,Mascotas,Abarrotes,Aceite,Marca Propia,Proveedor_Local,Activo,23.78,23.78,19.98,0.16,0.0,55,35,8,12.9,35,128,3043.84,4,2.33,42,168,0.31,0,3,2620,927,0.354,0.158,22.77,0.044,-0.91,0,Sin promo,0,0.0,0,26.6,0.93,0.853,0.885,6,13,23.8,130.7,0,Ninguno,TV,CD Regional,B,411.3,98.6,0.076,186,365,2,2.8,-0.142,Media,26.3,0
SKU-0052,TDA-131,2025-06-18,Lima,Lima,Industrial,Minimarket,Moderno,Descuento,Jovenes,Limpieza,Papel,Competidor_X,Proveedor_Global,Activo,13.92,11.69,8.53,0.27,0.16,2,11,16,1.0,16,60,701.4,2,30.0,14,48,0.2,1,1,758,183,0.241,0.151,16.28,-0.282,-1.31,1,Combo,18,4014.62,0,142.4,0.73,0.823,0.717,6,6,21.6,61.7,0,Ninguno,Ninguna,CD Central,C,311.4,36.2,0.078,25,30,2,3.9,0.043,Media,59.4,1
SKU-0446,TDA-244,2025-04-26,Sur,Arequipa,Surco,Bodega,Online,Bajo valor,Jovenes,Cuidado Personal,Pasta dental,Marca_E,Proveedor_Andes,Activo,9.94,9.94,5.86,0.41,0.0,7,4,16,7.0,5,19,188.86,0,2.71,5,22,0.16,0,3,637,279,0.438,0.084,10.98,-0.095,-0.32,0,Sin promo,0,0.0,0,116.6,0.75,0.934,0.734,1,4,12.1,171.9,1,Ninguno,CRM,Proveedor directo,E,335.6,103.1,0.034,90,180,0,3.6,-0.002,Alta,33.1,0
SKU-0472,TDA-025,2025-09-27,Lima,Lima,Industrial,Bodega,Mayorista,Descuento,Premium,Mascotas,Alimento gato,Marca_Propia,Proveedor_Global,Activo,12.52,10.14,6.19,0.39,0.19,34,13,6,17.6,14,58,588.12,1,1.71,12,58,0.0,0,2,2490,654,0.263,0.095,11.69,-0.133,-0.48,1,Cabecera,7,3426.38,1,142.1,0.91,0.77,0.909,2,14,31.3,194.9,1,Ninguno,Trade marketing,CD Central,B,115.4,45.7,0.029,651,730,2,3.6,-0.051,Media,28.0,0
SKU-0441,TDA-095,2025-06-14,Centro,Huancayo,Ate,Bodega,Tradicional,Conveniencia,Mascotas,Bebidas,Energizantes,Marca_A,Proveedor_Norte,Activo,3.48,3.48,2.09,0.4,0.0,0,12,7,0.0,8,38,132.24,1,38.0,12,51,0.34,2,6,2283,630,0.276,0.293,3.12,0.115,-2.3,0,Sin promo,0,0.0,1,37.9,0.84,0.895,0.815,10,5,15.6,26.3,0,Ninguno,TV,Proveedor directo,C,845.1,17.6,0.019,44,60,6,4.9,0.519,Media,86.4,1
SKU-0402,TDA-029,2025-03-28,Sur,Arequipa,Comas,Supermercado,Moderno,Alto valor,Oficinas,Bebidas,Energizantes,Marca_C,Proveedor_Norte,Activo,6.48,6.48,4.02,0.38,0.0,18,43,22,5.1,25,106,686.88,1,5.89,35,132,0.25,1,3,4102,1384,0.337,0.32,6.71,-0.034,-2.1,0,Sin promo,0,0.0,0,141.4,0.82,0.951,0.801,12,4,22.1,195.7,0,Ninguno,Influencers,CD Central,B,104.5,50.2,0.073,43,90,1,2.9,-0.057,Baja,69.6,1
SKU-0786,TDA-107,2025-08-28,Sur,Arequipa,Ate,Hipermercado,Moderno,Conveniencia,Oficinas,Snacks,Galletas,Marca_D,Proveedor_Norte,Activo,11.08,11.08,6.43,0.42,0.0,27,20,16,10.7,21,76,842.08,1,2.81,20,93,0.22,0,3,3851,1551,0.403,0.299,9.95,0.114,-1.52,0,Sin promo,0,0.0,1,39.6,0.89,0.918,0.732,3,12,26.9,159.2,0,Concierto,Digital,CD Regional,C,75.0,11.9,0.022,15,30,1,4.0,-0.333,Alta,31.2,0
SKU-0806,TDA-140,2025-07-28,Lima,Callao,SJL,Bodega,Tradicional,Alto valor,Oficinas,Snacks,Chocolates,Marca_B,Proveedor_Norte,Activo,1.95,1.95,1.07,0.45,0.0,29,12,5,13.8,17,63,122.85,2,2.17,14,55,0.13,0,3,2421,513,0.212,0.037,1.87,0.043,-2.26,0,Sin promo,0,0.0,0,45.0,0.59,0.784,0.929,2,13,33.2,164.5,0,Campana escolar,Influencers,CD Regional,D,216.8,113.5,0.023,44,45,1,5,0.136,Baja,30.3,0
SKU-0491,TDA-248,2025-05-14,Oriente,Pucallpa,Surco,Supermercado,Moderno,Alto valor,Mascotas,Snacks,Galletas,Marca_C,Proveedor_Pacifico,Activo,1.81,1.81,1.14,0.37,0.0,68,24,19,19.4,29,105,190.05,1,1.54,26,121,0.15,1,5,3438,954,0.277,0.212,1.91,-0.052,-2.16,0,Sin promo,0,0.0,0,75.7,0.49,0.78,0.705,1,13,24.6,47.8,0,Ninguno,Ninguna,CD Regional,B,204.9,69.0,0.036,22,30,2,3.6,0.425,Alta,40.4,0
SKU-0714,TDA-104,2025-12-30,Centro,Huancayo,SJL,Hipermercado,Tradicional,Conveniencia,Oficinas,Abarrotes,Fideos,Competidor_X,Proveedor_Local,Activo,27.42,27.42,14.81,0.46,0.0,16,19,0,4.7,30,102,2796.84,0,6.38,24,84,0.18,0,3,4301,1813,0.422,0.288,25.91,0.058,-1.58,0,Sin promo,0,0.0,1,137.4,0.76,0.931,0.812,4,6,13.1,66.9,0,Campana escolar,Influencers,CD Central,D,110.0,40.1,0.068,229,365,1,4.2,0.412,Alta,84.4,1
SKU-0814,TDA-017,2025-12-31,Lima,Callao,Comas,Supermercado,Moderno,Medio valor,Premium,Mascotas,Alimento gato,Marca_Propia,Proveedor_Pacifico,Activo,43.72,35.85,29.76,0.17,0.18,3,10,24,1.8,10,50,1792.5,1,16.67,12,46,0.08,1,5,3645,1064,0.292,0.299,46.39,-0.227,-1.78,1,Cabecera,16,2303.66,0,139.3,0.96,0.935,0.985,9,13,19.9,8.1,0,Ninguno,Ninguna,CD Central,C,184.9,19.5,0.031,16,45,4,3.1,0.602,Baja,85.2,1
SKU-0153,TDA-116,2025-03-28,Centro,Ica,Miraflores,Ecommerce,Online,Alto valor,Jovenes,Cuidado Personal,Desodorante,Marca_E,Proveedor_Pacifico,Activo,35.35,32.52,17.56,0.46,0.08,26,19,22,11.0,18,71,2308.92,1,2.73,19,72,0.01,0,4,4165,1125,0.27,0.217,30.29,0.074,-1.12,1,Cabecera,13,3769.39,0,78.9,0.51,0.864,0.763,10,5,19.2,3.0,0,Concierto,TV,Proveedor directo,C,208.2,44.1,0.001,25,60,1,3.7,0.3,Baja,46.3,1
SKU-0587,TDA-128,2025-09-10,Lima,Lima,Los Olivos,Minimarket,Tradicional,Descuento,Oficinas,Bebidas,Energizantes,Marca_B,Proveedor_Pacifico,Activo,6.93,6.93,5.27,0.24,0.0,25,8,8,19.7,7,38,263.34,1,1.52,10,38,0.0,0,4,1480,391,0.264,0.271,7.24,-0.043,-0.78,0,Sin promo,0,0.0,0,96.6,0.58,0.933,0.954,11,8,20.0,201.6,0,Ninguno,Trade marketing,CD Central,B,364.6,45.4,0.074,26,30,0,2.8,-0.154,Media,18.2,0
SKU-0643,TDA-250,2025-04-05,Lima,Lima,Industrial,Bodega,Tradicional,Alto valor,Jovenes,Bebidas,Jugos,Marca_A,Proveedor_Global,Activo,3.28,2.59,1.66,0.36,0.21,42,15,18,19.1,17,66,170.94,0,1.57,21,88,0.33,0,0,2158,676,0.313,0.173,2.86,-0.094,-0.97,1,2x1,15,1804.97,1,41.8,0.98,0.866,0.887,2,11,12.0,218.5,0,Temporada verano,CRM,CD Central,C,790.4,111.6,0.056,24,60,2,3.8,0.647,Alta,42.4,0
SKU-0199,TDA-142,2025-10-28,Centro,Huancayo,Surco,Supermercado,Mayorista,Conveniencia,Mascotas,Snacks,Chocolates,Marca_B,Proveedor_Norte,Activo,11.99,11.99,7.91,0.34,0.0,10,22,0,2.8,26,108,1294.92,0,10.8,20,87,0.19,2,5,4113,788,0.192,0.129,10.9,0.1,-2.09,0,Sin promo,0,0.0,0,116.8,0.78,0.8,0.876,4,3,33.6,65.7,0,Ninguno,Trade marketing,Proveedor directo,D,223.8,17.4,0.056,114,180,3,4.8,-0.157,Media,72.6,1
SKU-0320,TDA-227,2025-09-22,Centro,Huancayo,Comas,Hipermercado,Moderno,Alto valor,Premium,Snacks,Galletas,Marca_Propia,Proveedor_Pacifico,Activo,7.45,7.45,4.62,0.38,0.0,18,24,9,5.4,27,100,745.0,2,5.56,29,117,0.17,0,2,4238,1480,0.349,0.155,6.58,0.132,-1.92,0,Sin promo,0,0.0,0,73.0,0.73,0.784,0.913,8,9,31.2,207.3,0,Temporada verano,CRM,Proveedor directo,D,442.3,87.0,0.058,28,30,0,3.9,0.232,Alta,77.4,1
SKU-0272,TDA-210,2025-12-21,Oriente,Iquitos,Industrial,Hipermercado,Mayorista,Bajo valor,Familias,Snacks,Frutos secos,Competidor_X,Proveedor_Global,Activo,3.81,3.81,2.32,0.39,0.0,29,25,18,7.5,27,116,441.96,3,4.0,25,99,0.15,1,5,5571,1546,0.278,0.372,4.26,-0.106,-1.91,0,Sin promo,0,0.0,0,146.9,0.85,0.972,0.802,-3,13,16.3,137.1,0,Ninguno,CRM,CD Regional,A,400.1,30.0,0.012,281,365,0,5,0.284,Baja,43.3,0
SKU-0002,TDA-041,2025-01-28,Lima,Callao,Los Olivos,Hipermercado,Tradicional,Conveniencia,Jovenes,Limpieza,Lavavajilla,Marca_B,Proveedor_Andes,Activo,31.47,31.47,20.77,0.34,0.0,25,19,12,9.5,16,79,2486.13,2,3.16,27,105,0.33,0,1,4282,1165,0.272,0.02,30.37,0.036,-2.41,NO,Sin promo,0,0.0,1,55.4,0.78,0.813,0.723,11,12,27.8,147.5,0,Ninguno,Digital,CD Regional,E,550.2,74.8,0.053,157,365,2,5,-0.087,Media,28.7,0
SKU-0005,TDA-188,2025-03-18,Lima,Callao,SJL,Bodega,Mayorista,Conveniencia,Oficinas,Abarrotes,Fideos,Marca_E,Proveedor_Norte,Activo,6.2,6.2,4.71,0.24,0.0,17,8,10,11.1,12,46,285.2,0,2.71,10,40,0.13,0,1,1666,739,0.444,0.256,7.46,-0.169,-1.89,0,Sin promo,0,0.0,0,169.0,0.76,0.765,0.724,9,9,13.7,100.5,0,Ninguno,Ninguna,CD Central,C,791.7,56.1,0.016,60,120,1,4.7,-0.342,Alta,25.4,0
SKU-0848,TDA-125,2025-07-18,Sur,Tacna,Ate,Bodega,Tradicional,Descuento,Jovenes,Cuidado Personal,Pasta dental,Marca_B,Proveedor_Global,Activo,24.94,19.95,12.77,0.36,0.2,4,3,6,4.0,3,10,199.5,0,2.5,2,11,0.1,0,4,2032,517,0.254,0.092,29.32,-0.32,-1.41,1,2x1,18,503.77,0,60.2,0.8,0.752,0.857,7,4,19.0,22.8,0,Campana escolar,TV,CD Central,C,35.4,30.1,0.068,78,90,1,3.7,-0.273,Media,32.4,0
SKU-0711,TDA-168,2025-11-02,Centro,Ica,La Molina,Ecommerce,Online,Conveniencia,Oficinas,Lacteos,Mantequilla,Marca_D,Proveedor_Pacifico,Activo,8.6,8.6,6.62,0.23,0.0,25,8,5,15.3,13,49,421.4,2,1.96,10,48,0.02,0,0,1466,683,0.466,0.356,8.3,0.036,-1.65,0,Sin promo,0,0.0,1,91.9,0.91,0.764,0.871,9,2,29.8,183.4,0,Fiesta local,Influencers,CD Regional,B,131.0,77.4,0.044,66,120,1,4.2,0.545,Media,17.8,0
SKU-0717,TDA-087,2025-08-25,Sur,Cusco,San Isidro,Supermercado,Tradicional,Descuento,Oficinas,Limpieza,Papel,Marca_Propia,Proveedor_Andes,Activo,12.63,12.63,7.2,0.43,0.0,61,44,18,20.1,17,91,1149.33,1,1.49,36,122,0.34,0,0,2845,1109,0.39,0.113,11.47,0.101,-0.95,0,Sin promo,0,0.0,0,118.1,0.93,0.766,0.82,12,13,20.4,152.6,0,Campana escolar,Ninguna,Cross docking,B,393.2,72.2,0.042,568,730,0,4.1,0.498,Baja,28.4,0
SKU-0676,TDA-176,2025-06-25,Norte,Chiclayo,Ate,Minimarket,Mayorista,Bajo valor,Premium,Bebidas,Agua,Marca_Propia,Proveedor_Local,Activo,4.25,3.87,2.48,0.36,0.09,32,32,4,12.0,23,80,309.6,2,2.5,29,103,0.29,0,3,1951,486,0.249,0.114,4.54,-0.148,-0.76,1,Cupon,17,2584.23,1,138.8,0.57,0.85,0.95,9,11,19.7,90.9,0,Ninguno,Ninguna,CD Central,C,732.1,23.8,0.053,52,120,0,3.7,0.623,Media,41.7,0
SKU-0237,TDA-120,2025-01-05,Norte,Chiclayo,La Molina,Minimarket,Mayorista,Conveniencia,Premium,Limpieza,Papel,Marca_B,Proveedor_Pacifico,Descontinuado,41.21,37.09,32.27,0.13,0.1,0,3,0,0.0,0,1,37.09,0,1.0,0,1,0.0,3,3,1769,675,0.382,0.219,40.24,-0.078,-1.35,1,2x1,14,221.22,yes,101.9,0.59,0.747,0.762,12,3,18.2,135.6,0,Temporada verano,Influencers,Proveedor directo,C,820.1,40.9,0.039,5,30,1,3.7,0.212,Media,88.9,1
SKU-0797,TDA-123,2025-01-14,Lima,Callao,Industrial,Hipermercado,Moderno,Conveniencia,Jovenes,Lacteos,Leche,Marca_A,Proveedor_Global,Activo,16.72,16.72,10.37,0.38,0.0,7,20,12,2.8,17,75,1254.0,0,10.71,18,74,0.01,2,4,3915,1308,0.334,0.13,16.59,0.008,-1.8,0,Sin promo,0,0.0,0,25.6,0.49,0.857,0.754,1,5,12.1,50.1,0,Ninguno,Ninguna,CD Central,C,489.0,117.0,0.068,18,30,9,3.6,-0.109,Media,73.1,1
SKU-0446,TDA-216,2025-07-29,Norte,Chiclayo,Miraflores,Supermercado,Moderno,Medio valor,Familias,Abarrotes,Fideos,Marca_E,Proveedor_Global,Activo,10.89,7.84,6.35,0.19,0.28,25,21,13,7.2,32,104,815.36,3,4.16,28,128,0.23,0,1,4020,978,0.243,0.339,9.44,-0.169,-0.9,1,2x1,15,3145.69,0,170.7,0.73,0.942,0.988,4,5,32.2,136.6,0,Ninguno,Ninguna,CD Central,B,46.1,61.9,0.072,26,60,0,4.7,0.194,Media,35.2,0
SKU-0720,TDA-241,2025-01-04,Lima,Callao,Miraflores,Ecommerce,Online,Bajo valor,Familias,Lacteos,Yogurt,Marca A,Proveedor_Andes,Activo,8.99,8.99,4.76,0.47,0.0,23,31,26,7.3,17,95,854.05,2,4.13,36,121,0.27,1,4,3140,601,0.191,0.261,9.53,-0.057,-1.83,0,Sin promo,0,0.0,0,142.8,0.84,0.93,0.972,5,11,20.4,66.2,0,Partido,Trade marketing,Cross docking,A,813.9,83.3,0.044,7,30,1,3.7,0.162,Media,67.4,1
SKU-0093,TDA-247,2025-06-28,Lima,Lima,SJL,Bodega,Moderno,Alto valor,Oficinas,Cuidado Personal,Pasta dental,Marca_Propia,Proveedor_Andes,Activo,12.27,12.27,9.94,0.19,0.0,5,13,0,3.5,13,43,527.61,1,8.6,12,56,0.3,1,2,602,226,0.375,0.109,13.84,-0.113,-2.31,0,Sin promo,0,0.0,0,113.1,0.54,0.793,0.799,3,6,16.2,48.5,0,Ninguno,Trade marketing,Cross docking,C,500.4,14.4,0.02,81,120,1,4.1,0.181,Alta,62.5,1
SKU-0241,TDA-208,2025-04-13,Lima,Callao,Centro,Bodega,Tradicional,Descuento,Mascotas,Lacteos,Queso,Marca_Propia,Proveedor_Pacifico,Activo,4.85,4.85,3.25,0.33,0.0,6,3,0,6.0,0,1,4.85,0,0.17,0,1,0.0,0,1,2687,1124,0.418,0.356,4.41,0.1,-1.42,0,Sin promo,0,0.0,0,178.1,0.79,0.729,0.707,4,8,17.7,8.8,0,Concierto,Influencers,CD Regional,C,31.1,43.1,0.006,10,180,0,3.3,0.247,Baja,28.8,0
SKU-0804,TDA-023,2025-08-24,Lima,Lima,San Isidro,Minimarket,Tradicional,Conveniencia,Mascotas,Abarrotes,Fideos,Competidor_X,Proveedor_Pacifico,Activo,15.31,10.1,8.69,0.14,0.34,12,9,13,9.2,9,39,393.9,1,3.25,9,36,0.08,0,1,1706,365,0.214,0.198,16.8,-0.399,-2.41,1,Cupon,11,3934.47,0,114.2,0.56,0.981,0.934,7,11,12.8,180.4,0,Ninguno,Influencers,CD Regional,C,547.3,73.5,0.031,36,180,0,4.9,0.551,Baja,34.0,0
SKU-0639,TDA-217,2025-03-29,Norte,Piura,La Molina,Bodega,Moderno,Alto valor,Oficinas,Abarrotes,Aceite,Marca_Propia,Proveedor_Pacifico,Activo,27.88,25.37,22.07,0.13,0.09,17,11,18,8.0,14,64,1623.68,2,3.76,13,52,0.19,0,2,2259,416,0.184,0.209,31.87,-0.204,-0.55,1,Descuento,14,903.93,0,79.3,0.49,0.912,0.944,7,11,25.1,12.1,0,Ninguno,CRM,Cross docking,C,49.0,112.8,0.061,181,730,2,4.2,-0.156,Alta,29.6,0
